IC,Method,MSE,RMSE,R2
1.5084178379461877,RNN,3.353353531565517e-05,0.005790814736775402,0.9994416832923889
1.5084178379461877,Transfer,2.0788036636076868e-05,0.00455938994121767,0.9996539950370789
1.5084178379461877,MAML,0.00016533555753994733,0.01285828750417206,0.9972478747367859
1.5084178379461877,PINN,0.0001510549773229286,0.0122904425194103,0.997485876083374
1.5084178379461877,Hybrid,4.968469147570431e-05,0.007048736870936829,0.999173104763031
1.5084178379461877,RC(ESN),1.6429279278553546e-06,0.0012817675014819788,0.9999726451195662
1.2321175988608757,RNN,6.570608093170449e-05,0.008105928751950913,0.9989144802093506
1.2321175988608757,Transfer,5.4258784075500444e-05,0.0073660562090918395,0.9991037249565125
1.2321175988608757,MAML,0.00019519349734764546,0.013971166642326097,0.9967746138572693
1.2321175988608757,PINN,0.0001863630022853613,0.013651483519579889,0.9969202876091003
1.2321175988608757,Hybrid,8.47653136588633e-05,0.009206808005973803,0.9985994696617126
1.2321175988608757,RC(ESN),1.7090404822445918e-05,0.00413405428392588,0.9997177192392902
1.7382427610538445,RNN,5.159596912562847e-05,0.007183033420890402,0.9991469979286194
1.7382427610538445,Transfer,3.921179813914932e-05,0.006261932460442968,0.9993517398834229
1.7382427610538445,MAML,0.00018583268683869392,0.013632046318828804,0.9969282746315002
1.7382427610538445,PINN,0.00017091612971853465,0.013073489576946725,0.9971751570701599
1.7382427610538445,Hybrid,6.943388871150091e-05,0.008332699965287417,0.9988523125648499
1.7382427610538445,RC(ESN),5.402664731379881e-06,0.0023243632959113513,0.9999106577798385
0.5471695814394473,RNN,5.0727376219583675e-05,0.007122315369287131,0.9991567730903625
0.5471695814394473,Transfer,3.8445818063337356e-05,0.006200469180903761,0.999360978603363
0.5471695814394473,MAML,0.00018514569092076272,0.013606825159483851,0.9969232678413391
0.5471695814394473,PINN,0.0001697613188298419,0.013029248590377034,0.9971793293952942
0.5471695814394473,Hybrid,6.85647246427834e-05,0.008280381914065523,0.9988605976104736
0.5471695814394473,RC(ESN),5.35633903366396e-06,0.002314376597199332,0.9999109401729899
1.7120749450472714,RNN,6.536543514812365e-05,0.008084889309577693,0.9989088177680969
1.7120749450472714,Transfer,5.246504952083342e-05,0.0072432761593655545,0.9991241097450256
1.7120749450472714,MAML,0.0001980287051992491,0.014072267237344845,0.9966949820518494
1.7120749450472714,PINN,0.00018011922657024115,0.013420850441393092,0.9969941973686218
1.7120749450472714,Hybrid,8.135538519127294e-05,0.009019722012970962,0.9986421465873718
1.7120749450472714,RC(ESN),1.1961758850404641e-05,0.003458577576172702,0.9998002712187893
1.3484261294157958,RNN,3.778163227252662e-05,0.006146676522522283,0.9993738532066345
1.3484261294157958,Transfer,2.4984750780276954e-05,0.004998474845418046,0.9995858669281006
1.3484261294157958,MAML,0.00017041852697730064,0.013054444721140025,0.9971758723258972
1.3484261294157958,PINN,0.0001565785496495664,0.012513135084764586,0.9974055290222168
1.3484261294157958,Hybrid,5.449149102787487e-05,0.007381835207309553,0.9990970492362976
1.3484261294157958,RC(ESN),1.854065895774128e-06,0.0013616408835570883,0.9999692602887517
0.946433748055916,RNN,3.9132075471570715e-05,0.00625556356146836,0.9993501305580139
0.946433748055916,Transfer,2.672692971827928e-05,0.00516980944699892,0.9995561242103577
0.946433748055916,MAML,0.00017140957061201334,0.01309234778838438,0.9971534609794617
0.946433748055916,PINN,0.00015910564980003983,0.012613708804314448,0.9973578453063965
0.946433748055916,Hybrid,5.6877004681155086e-05,0.007541684472394419,0.9990554451942444
0.946433748055916,RC(ESN),1.0798855095816619e-05,0.0032861611487899705,0.9998206316465509
0.5700435807604298,RNN,3.404658127692528e-05,0.005834944839235867,0.9994303584098816
0.5700435807604298,Transfer,2.1552050384343602e-05,0.004642418592107308,0.9996393322944641
0.5700435807604298,MAML,0.00016695835802238435,0.01292123670638319,0.997206449508667
0.5700435807604298,PINN,0.000150974330608733,0.012287161210333858,0.9974740147590637
0.5700435807604298,Hybrid,5.016618160880171e-05,0.0070828088784606995,0.9991607069969177
0.5700435807604298,RC(ESN),7.295864214017363e-07,0.0008541583116739755,0.9999877895127751
1.9859410992061943,RNN,7.245490996865556e-05,0.008512044993340646,0.9987972378730774
1.9859410992061943,Transfer,5.937621244811453e-05,0.007705596177332065,0.9990143179893494
1.9859410992061943,MAML,0.00020312056585680693,0.014252037252856412,0.9966289401054382
1.9859410992061943,PINN,0.00018792574701365083,0.01370860120558078,0.9968812465667725
1.9859410992061943,Hybrid,8.84926994331181e-05,0.009407055832358928,0.9985312819480896
1.9859410992061943,RC(ESN),1.4986017262515726e-05,0.003871177761678702,0.9997512028648767
0.5102385995654828,RNN,3.3466621971456334e-05,0.0057850343103093465,0.9994468688964844
0.5102385995654828,Transfer,2.0936669898219407e-05,0.004575660596921433,0.9996539950370789
0.5102385995654828,MAML,0.00016586970014031976,0.012879041118822463,0.9972589612007141
0.5102385995654828,PINN,0.0001537955249659717,0.01240143237557548,0.9974591135978699
0.5102385995654828,Hybrid,5.116632382851094e-05,0.007153063946904917,0.9991546273231506
0.5102385995654828,RC(ESN),5.284349543903221e-06,0.0022987713117888046,0.9999125706807659
1.6546895422849097,RNN,4.0532646380597726e-05,0.0063665254558980386,0.9993284344673157
1.6546895422849097,Transfer,2.810829937516246e-05,0.005301726075078046,0.9995343089103699
1.6546895422849097,MAML,0.000171983745531179,0.013114257338148394,0.9971509575843811
1.6546895422849097,PINN,0.00016107888950500637,0.012691685841723564,0.9973318576812744
1.6546895422849097,Hybrid,5.811212395201437e-05,0.007623130849724041,0.9990373253822327
1.6546895422849097,RC(ESN),1.4009931544484436e-05,0.0037429843099436627,0.9997677724997197
1.6201506514914494,RNN,3.47036293533165e-05,0.005890978641390283,0.999424934387207
1.6201506514914494,Transfer,2.1925836335867643e-05,0.004682503212584872,0.9996366500854492
1.6201506514914494,MAML,0.00016627140576019883,0.012894627011286477,0.9972450733184814
1.6201506514914494,PINN,0.0001529588334960863,0.012367652707611348,0.9974659085273743
1.6201506514914494,Hybrid,5.120805508340709e-05,0.007155980371927182,0.9991516470909119
1.6201506514914494,RC(ESN),6.291055308662951e-07,0.0007931617305860735,0.9999895704977306
1.0661584045024477,RNN,3.883683530148119e-05,0.00623192067515956,0.9993545413017273
1.0661584045024477,Transfer,2.633115764183458e-05,0.0051313894455434364,0.9995624423027039
1.0661584045024477,MAML,0.0001703185262158513,0.013050614016813589,0.9971702098846436
1.0661584045024477,PINN,0.00015848058683332056,0.012588907293062435,0.9973673820495605
1.0661584045024477,Hybrid,5.5925269407453015e-05,0.007478319958884683,0.999070942401886
1.0661584045024477,RC(ESN),1.2459856635454702e-05,0.0035298522115599544,0.9997927697043988
1.2412211783614637,RNN,5.8951613027602434e-05,0.007677995378196215,0.9990177154541016
1.2412211783614637,Transfer,4.7207508032443e-05,0.006870772011385838,0.9992133975028992
1.2412211783614637,MAML,0.00019042489293497056,0.013799452631715888,0.9968268871307373
1.2412211783614637,PINN,0.00017874257173389196,0.0133694641528332,0.9970216155052185
1.2412211783614637,Hybrid,7.727111369604245e-05,0.00879039894976573,0.9987123608589172
