IC,Method,MSE,RMSE,R2
"[np.float64(12.966777115336015), np.float64(21.08063944030713), np.float64(-25.257198881319944)]",Transfer,7.503909728256986e-05,0.008662511026403941,0.9977939128875732
"[np.float64(12.966777115336015), np.float64(21.08063944030713), np.float64(-25.257198881319944)]",MAML,0.0001718558050924912,0.013109378516638048,0.9949703812599182
"[np.float64(12.966777115336015), np.float64(21.08063944030713), np.float64(-25.257198881319944)]",PINN,0.0015034428797662258,0.03877425537345915,0.9589740633964539
"[np.float64(12.966777115336015), np.float64(21.08063944030713), np.float64(-25.257198881319944)]",Hybrid,0.00012928497744724154,0.011370355203213379,0.9960863590240479
"[np.float64(12.966777115336015), np.float64(21.08063944030713), np.float64(-25.257198881319944)]",RC(ESN),4.670304950728725e-08,0.0002161088834529651,0.9999987692873097
"[np.float64(-5.4024878314767335), np.float64(8.494206046407818), np.float64(28.58707933301161)]",RNN,0.0025168443098664284,0.05016816031973296,0.9441831707954407
"[np.float64(-5.4024878314767335), np.float64(8.494206046407818), np.float64(28.58707933301161)]",Transfer,3.0099361538304947e-05,0.005486288503014123,0.9992830753326416
"[np.float64(-5.4024878314767335), np.float64(8.494206046407818), np.float64(28.58707933301161)]",MAML,0.00015803459973540157,0.012571181318213559,0.9962993264198303
"[np.float64(-5.4024878314767335), np.float64(8.494206046407818), np.float64(28.58707933301161)]",PINN,0.0019243425922468305,0.043867329440562375,0.9575085639953613
"[np.float64(-5.4024878314767335), np.float64(8.494206046407818), np.float64(28.58707933301161)]",Hybrid,0.00010793878027470782,0.010389358992483983,0.9974130988121033
"[np.float64(-5.4024878314767335), np.float64(8.494206046407818), np.float64(28.58707933301161)]",RC(ESN),2.4829594776291923e-11,4.982930340300968e-06,0.9999999994476226
"[np.float64(12.31730155481143), np.float64(8.197206162687522), np.float64(-17.676797348001294)]",RNN,0.0023839790374040604,0.04882600779711629,0.9442903995513916
"[np.float64(12.31730155481143), np.float64(8.197206162687522), np.float64(-17.676797348001294)]",Transfer,4.9478414439363405e-05,0.007034089453466128,0.9987733364105225
"[np.float64(12.31730155481143), np.float64(8.197206162687522), np.float64(-17.676797348001294)]",MAML,0.0001658229884924367,0.012877227515751856,0.9958744049072266
